requerimento,razao_social,cnpj,fase,data_cadastro,data_protocolo,data_equipe,processo,status,tipo_licenca,codigo_consema,descricao_consema,porte,potencial_poluidor,inscr_imob,endereco,cep,data_licenca,grupo_codigo,grupo_processo,grupo_codigo_resumo,geometry,x,y
26518,MOURA E FILHOS,92.837.104/0001-73,Solicitado documentação complementar,2021-06-15T14:15:47Z,2021-06-21T13:46:00Z,2021-06-21T13:49:00Z,IND/13967,FCEI Cadastrado,REN_LAO,26.60.00,Preparação de pescado e fabricação de conservas de pescado,M,G,NA,"Rua Theodoro Lino Regis, 855 - Murta",88311-320,NA,Atividade Industrial,IND,Industrial,"c(-5421312.45043972, -3106790.03847368)",728453.01,7026289.62
26465,COSTA LTDA.,20.987.546/0001-95,Documento Assinado Digitalmente,2021-06-14T17:05:33Z,2021-06-22T17:59:00Z,2021-06-23T16:50:00Z,CRT/14022,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,0031050304700002000,"Romualdo Sedrez, 197 - Cordeiros",88310-610,2021-06-24,NA,CRT,NA,"c(-5421198.89359717, -3109660.30141793)",728508.101,7023739.293
26436,MARTINS LTDA.,35.691.708/0001-10,Documento Assinado Digitalmente,2021-06-14T11:43:44Z,2021-06-25T17:40:00Z,2021-06-28T11:17:00Z,URB/6410,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,P,M,201.070.08.0266.0000.000,"Rua Franklin Máximo Pereira, 274 - Centro",88302-020,2021-09-16,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5417386.97526936, -3112548.28645166)",731863.21,7021113.27
26433,LOPES LTDA.,34.165.208/0001-82,Documento Assinado Digitalmente,2021-06-14T11:26:35Z,2021-09-09T13:10:00Z,2021-09-09T14:15:00Z,CRT/16363,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,003.004.04.0500.0000.000,"Rua Doutor Reinaldo Schmithausen, 407 - Cordeiros",88310-000,2021-09-09,NA,CRT,NA,"c(-5419861.54393266, -3109507.4274384)",729704.2524,7023853.2715
26388,REZENDE S/A S.A.,41.576.023/0001-26,Documento Assinado Digitalmente,2021-06-11T14:47:11Z,2021-06-28T13:32:00Z,2021-06-28T16:53:00Z,CRT/14147,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rodovia Antonio Heil, 4855 - Itaipava",88316-900,2021-06-29,NA,CRT,NA,"c(-5426533.98473119, -3117192.08233011)",723627.19,7017140.06
26382,DUARTE DA CONCEIÇÃO S.A. S.A.,82.154.397/0001-30,Documento Assinado Digitalmente,2021-06-11T14:14:23Z,2021-06-11T14:43:00Z,2021-06-11T14:49:00Z,CRT/13733,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Ari Zermiani , S/Nº - Itaipava",88316-430,2021-06-11,NA,CRT,NA,"c(-5424298.01538088, -3115866.07143204)",725643,7018281
26374,TEIXEIRA - EI,97.854.203/0001-87,Relatório de Monitoramento enviado,2021-06-11T11:22:06Z,2021-06-16T14:21:00Z,2021-06-17T10:51:00Z,URB/13841,FCEI Cadastrado,LAO_COR,71.11.06,Condomínios comerciais horizontais ou verticais localizados em municípios da zona costeira,P,P,201.017.01.0369.000.000,"Rua Almirante Tamandaré, 20 - Centro",88301-430,2021-11-05,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5416217.9871717, -3112052.29182921)",732914.571517186,7021534.247510647
26313,DA COSTA S.A.,02.869.174/0001-10,Documento Assinado Digitalmente,2021-06-10T12:23:12Z,2021-06-22T14:10:00Z,2021-06-22T16:58:00Z,CRT/14005,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rod Antonio Heil De 3273 A 5999, 4999 - Itaipava",88316-003,2021-06-22,NA,CRT,NA,"c(-5427128.38082425, -3117315.4905302)",723095,7017040
26307,DA PAZ S/A,03.648.952/0001-04,Licença concedida,2021-06-10T11:54:14Z,2021-06-11T14:34:00Z,NA,IND/13730,FCEI Cadastrado,CCA,11.90.02,Fabricação de outros artigos de metal,-,G,005.125.01.0430.0000.000,"Rua João Marcelino Machado, 55 - Cidade Nova",88308-040,2021-06-11,Atividade Industrial,IND,Industrial,"c(-5419800.92031873, -3113104.65599704)",729700,7020659
26303,LIMA - ME,47.802.516/0001-13,FCEI cancelado,2021-06-10T11:39:31Z,2022-03-18T13:18:00Z,2022-03-18T16:45:00Z,SAN/21646,Arquivado Outros,LAP_LAI,33.13.19,Estrutura de apoio náutico - ean i - trapiche,M,M,2030470116900000000,"R José Luiz Marcelino, 1620 - Murta",88311-300,NA,Obras de Infraestrutura,SAN,Infraestrutura,"c(-5422098.85343874, -3107567.10541482)",727738.47,7025612.34
26281,FOGAÇA S/A,19.678.034/0001-68,Documento Assinado Digitalmente,2021-06-10T09:57:37Z,2021-06-11T14:33:00Z,2021-06-11T14:49:00Z,CRT/13728,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,00321503140002000,"Francisco Reis, 605 - Cordeiros",88311-710,2021-06-11,NA,CRT,NA,"c(-5422483.71603058, -3111832.28357862)",727326.4504193019,7021831.93825506
26274,MENDES - ME,79.328.610/0001-79,Documento Assinado Digitalmente,2021-06-09T21:11:31Z,2021-09-17T15:25:00Z,2021-09-17T15:38:00Z,CRT/16627,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,328034,"Rua César Augusto Dalsóquio, 4255 - Salseiros",88311-500,2021-09-17,NA,CRT,NA,"c(-5424076.62779838, -3105778.58387254)",726001.44,7027232.335
26261,FREITAS S.A.,43.528.609/0001-40,Documento Assinado Digitalmente,2021-06-09T16:36:46Z,2021-06-10T13:29:00Z,2021-06-11T13:30:00Z,CRT/13696,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,2020430103580002000,"Rua Blumenau, 1067 - Sao Joao ",88305-103,2021-06-11,NA,CRT,NA,"c(-5417808.2974172, -3111095.96001891)",731510.9736371542,7022409.405854462
26241,CALDEIRA FOGAÇA - EI - ME,51.924.086/0001-80,Documento Assinado Digitalmente,2021-06-09T14:14:50Z,2021-06-16T14:13:00Z,2021-06-17T10:47:00Z,CRT/13839,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,211007020468004200,"Rua Gaspar, 327 - São Judas",88303-320,2021-06-17,NA,CRT,NA,"c(-5418679.16569082, -3112231.69301569)",730715.23,7021415.52
26235,DA LUZ S/A,84.269.731/0001-27,Documento Assinado Digitalmente,2021-06-09T12:58:46Z,2021-07-12T15:52:00Z,2021-07-13T13:56:00Z,CRT/14551,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Avenida Coronel Marcos Konder, 1207 - Centro",88301-303,2021-07-13,NA,CRT,NA,"c(-5413586.26082592, -3114674.15475786)",735219.6270461746,7019163.330177661
26158,REZENDE CASTRO LTDA. S.A.,03.864.529/0001-41,Documento Assinado Digitalmente,2021-06-08T12:51:06Z,2021-06-08T14:40:00Z,2021-06-08T17:57:00Z,CRT/13615,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Luci Canziani , S/Nº - Praia Brava ",88306-700,2021-06-08,NA,CRT,NA,"c(-5414567.27798018, -3116460.79445914)",734314.69,7017594.13
26157,DA CRUZ S/A,36.048.297/0001-02,Documento Assinado Digitalmente,2021-06-08T12:04:28Z,2021-06-08T14:40:00Z,2021-06-08T17:58:00Z,CRT/13616,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rua Silva, S/Nº - Centro",88301-310,2021-06-08,NA,CRT,NA,"c(-5417135.23854911, -3111434.45508651)",732106.12,7022097.84
26136,FREITAS S.A.,16.734.958/0001-46,Documento Assinado Digitalmente,2021-06-08T09:17:55Z,2021-06-08T14:40:00Z,2021-06-08T17:58:00Z,CRT/13617,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rodovia Antônio Heil, S/Nº - Campeche",88318-401,2021-06-08,NA,CRT,NA,"c(-5435018.81242818, -3123187.74324755)",715966.56,7011953.93
26127,LIMA E FILHOS,27.160.384/0001-66,Documento Assinado Digitalmente,2021-06-07T23:00:54Z,2021-08-10T14:09:00Z,2021-08-10T18:47:00Z,URB/15452,FCEI Cadastrado,LAO,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"Rua José Sasdelli, 1249 - Espinheiros",88317-514,2022-01-27,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426602.44488371, -3107895.34374341)",723713,7025393
26108,DAS NEVES E FILHOS S.A.,70.468.231/0001-00,Relatório de Monitoramento enviado,2021-06-07T16:59:45Z,2021-06-18T18:44:00Z,2021-06-21T13:37:00Z,DIV/13950,FCEI Cadastrado,LAO,47.84.00,Terminal  rodoviário  de  carga  ,G,M,NA,"Rodovia Antônio Heil, 6250 - Itaipava",88318-112,2021-07-23,Terminais de Transporte,DIV,Terminal Rod.,"c(-5427489.46197041, -3117245.30620555)",722774,7017108
26107,MONTEIRO S/A - ME,18.027.693/0001-71,Licença concedida,2021-06-07T16:58:31Z,2021-06-08T14:41:00Z,2021-06-08T18:01:00Z,URB/13618,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,P,M,NA,"José Pereira Liberato, 1320 - São João ",88304-401,2022-05-05,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5419521.69589374, -3111342.07164031)",729977.8,7022219
26098,JESUS S/A - ME,39.015.246/0001-72,Documento Assinado Digitalmente,2021-06-07T15:33:47Z,2021-06-10T14:28:00Z,2021-06-11T13:30:00Z,CRT/13700,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,2140770100070313000,"Av Osvaldo Reis, 3385 - Fazendinha",88306-003,2021-06-11,NA,CRT,NA,"c(-5414603.21379346, -3117677.08272663)",734262.4728,7016515.4362
26093,MENDES - EI,90.845.731/0001-20,Documento Assinado Digitalmente,2021-06-07T15:00:14Z,2021-09-20T14:24:00Z,2021-09-21T13:15:00Z,URB/10029,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,M,M,221.095.02.0210.0000.000,"Rua Esperidião Graciliano Da Silva, 298 - Dom Bosco",88303-575,2022-01-24,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5419185.51732238, -3113470.72339813)",730243.2,7020324.03
26068,ARAÚJO LTDA.,56.984.130/0001-60,Relatório de Monitoramento enviado,2021-06-07T10:35:43Z,2021-08-10T13:54:00Z,2021-08-10T18:51:00Z,PAB/15450,FCEI Cadastrado,REN_LAO,42.32.10,Comércio de combustíveis líquidos e gasosos em postos de abastecimento,P,M,221.068.01.2276.0000.000,"Rua Indaial, 875 - São Judas",88303-301,2022-11-16,Comércio Varejista e Atacadista,PAB,Posto de Abast.,"c(-5418748.76737786, -3112710.78530506)",730645.31,7020991.4
26063,CAMPOS - ME,19.764.083/0001-13,Documento Assinado Digitalmente,2021-06-07T09:51:14Z,2021-06-21T13:37:00Z,2021-06-21T13:47:00Z,URB/8754,FCEI Cadastrado,LAI,71.11.08,Parcelamento do solo urbano condomínio de lotes para fins residenciais,G,P,216.087.09.4900,"Rua Benta Custódio Vieira , 1035/1040 - Paciência",88318-200,2021-08-05,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5428845.2351234, -3123378.87140291)",721468.377,7011688.232
26042,SILVA - ME S/A,38.715.649/0001-61,Documento Assinado Digitalmente,2021-06-04T18:32:23Z,2021-06-04T19:07:00Z,2021-06-08T17:56:00Z,CRT/13545,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,215.063.01.0090.0000.000,"Rua Nono Emílio Dalçóquio, 224 - Espinheiros",88317-127,2021-08-20,NA,CRT,NA,"c(-5425333.49499493, -3109136.31287688)",724826.0501998237,7024271.003557271
26031,PINTO - ME S/A,29.458.371/0001-01,Documento Assinado Digitalmente,2021-06-04T14:46:21Z,2021-06-09T15:19:00Z,2021-06-11T13:29:00Z,CRT/13660,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,201.052.07.0395.0000.000,"Rua Uruguai, 163 - Centro",88302-201,2021-06-11,NA,CRT,NA,"c(-5417150.71635266, -3112310.36748149)",732077.947,7021320.565
26029,DA MOTA VIEIRA - EI S.A.,63.298.475/0001-26,Documento Assinado Digitalmente,2021-06-04T14:12:24Z,2021-06-09T16:31:00Z,2021-06-11T13:29:00Z,CRT/13668,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,2030860315500000000,"Rua Hercília Moser, 281 - Cordeiros",88311-021,2021-06-11,NA,CRT,NA,"c(-5420717.12023947, -3108654.2938905)",728954.3714333914,7024624.643148839
26020,CARDOSO E FILHOS,01.483.596/0001-90,Licença concedida,2021-06-04T09:30:40Z,2021-06-11T14:33:00Z,NA,DIV/13727,FCEI Cadastrado,CCA,47.84.00,Terminal  rodoviário  de  carga  ,-,M,2161300103000000000,"Rodovia Antônio Heil, 8.661 - Arraial Dos Cunhas",88318-112,2021-06-11,Terminais de Transporte,DIV,Terminal Rod.,"c(-5429843.60416446, -3119153.34793899)",720644.1745162017,7015452.219451993
25945,CARDOSO MOREIRA LTDA. S/A,85.921.376/0001-91,Documento Assinado Digitalmente,2021-06-02T08:57:13Z,2021-06-02T13:41:00Z,2021-06-04T16:19:00Z,CRT/13519,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Avenida Itaipava, S/Nº - Itaipava",88316-300,2021-06-04,NA,CRT,NA,"c(-5424434.54834493, -3116158.31838219)",725516.53,7018023.85
25931,CUNHA S.A.,78.213.460/0001-95,Documento Assinado Digitalmente,2021-06-01T17:51:11Z,2021-06-18T18:42:00Z,2021-06-21T13:35:00Z,URB/13949,FCEI Cadastrado,LAP,71.11.08,Parcelamento do solo urbano condomínio de lotes para fins residenciais,G,P,NA,"Rua Marcos Albino, S/N - Itaipava ? Localidade Baia",88318-991,2021-07-23,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426105.69959595, -3120219.77104103)",723961.26,7014447
25927,BARBOSA DA CUNHA S/A S/A,72.304.968/0001-12,Documento Assinado Digitalmente,2021-06-01T17:05:45Z,2021-06-08T14:38:00Z,2021-06-08T17:57:00Z,CRT/13614,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,323597,"Rodovia Br-101, 3045 - Salseiros",88311-600,2021-06-08,NA,CRT,NA,"c(-5424536.44744084, -3107089.58363606)",725570.0563207795,7026075.536479117
25915,COSTA E FILHOS,84.537.019/0001-61,Licença concedida,2021-06-01T15:18:19Z,2021-06-09T14:47:00Z,NA,IND/13658,FCEI Cadastrado,CCA,24.12.00,Beneficiamento,-,M,NA,"Benjamim Dagnoni, 3673 - Rio Do Meio",88316-100,2021-06-09,Atividade Industrial,IND,Industrial,"c(-5422895.30164219, -3120063.03861244)",726827.084,7014534.542
25913,DA CRUZ S.A. E FILHOS,46.135.980/0001-30,Documento Assinado Digitalmente,2021-06-01T15:09:05Z,2021-06-02T15:08:00Z,2021-06-04T16:19:00Z,CRT/13524,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,2020430103580002000,"Rua Blumenau, 1067 - Sao Joao ",88305-103,2021-06-04,NA,CRT,NA,"c(-5417808.2974172, -3111095.96001891)",731510.9736371542,7022409.405854462
25894,CASTRO PEREIRA S/A - EI,85.071.329/0001-04,Documento Assinado Digitalmente,2021-06-01T11:46:21Z,2021-06-25T13:40:00Z,2021-06-25T16:38:00Z,URB/9663,FCEI Cadastrado,LAI,71.11.07,Condomínios de edifícios de uso misto ,G,M,20201020432,"Rua José Pereira Liberato, 1388, 1388 - São João",88304-401,2022-03-11,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5419623.33467214, -3111409.27811808)",729886,7022161
25851,NOGUEIRA DA CUNHA - ME - EI,27.819.306/0001-20,Relatório de Monitoramento enviado,2021-05-31T16:57:48Z,2021-06-16T14:04:00Z,2021-06-17T10:46:00Z,DIV/13837,FCEI Cadastrado,REN_LAO,47.84.00,Terminal  rodoviário  de  carga  ,P,M,NA,"Rodovia Jorge Lacerda, 1295 - Espinheiros",88317-100,2021-08-11,Terminais de Transporte,DIV,Terminal Rod.,"c(-5425000.0249711, -3109872.60392968)",725112,7023612
25802,GOMES LTDA. S/A,95.206.471/0001-67,Documento Assinado Digitalmente,2021-05-31T11:27:34Z,2021-06-10T16:24:00Z,2021-06-11T13:30:00Z,CRT/13707,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rod Br 101 Km 122, 9245 - Cidade Nova",88308-620,2021-06-11,NA,CRT,NA,"c(-5417095.85267611, -3112019.70981876)",732131.6741897549,7021577.666393751
25771,FERREIRA ALVES - EI LTDA.,78.364.925/0001-09,Licença concedida,2021-05-28T18:08:00Z,2021-06-04T14:22:00Z,NA,URB/13540,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,2151080402600000000,"Avenida Paulo Cantidio Da Silva, 740 - Santa Regina",88317-500,2021-06-04,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426635.59907875, -3108454.61922068)",723674.577662392,7024896.957462835
25764,TEIXEIRA - EI,48.365.097/0001-62,Licença concedida,2021-05-28T17:11:00Z,2021-06-01T16:54:00Z,NA,DIV/13488,FCEI Cadastrado,CCA,47.84.00,Terminal  rodoviário  de  carga  ,-,M,NA,"Rua Henrique Michels Júnior, 300",88311-715,2021-06-01,Terminais de Transporte,DIV,Terminal Rod.,"c(-5423307.00528105, -3110128.14124778)",726619,7023358
25741,SALES S/A,91.870.635/0001-03,Licença concedida,2021-05-28T13:27:54Z,2021-06-01T18:40:00Z,NA,IND/13498,FCEI Cadastrado,CCA,13.90.00,Montagem,-,P,NA,"Rodovia Deputado Antonio Heil  , N°6250 - Itaipava",88318-112,2021-06-01,Atividade Industrial,IND,Industrial,"c(-5427916.99107086, -3117462.96157459)",722389.193,7016921.641
25694,RODRIGUES RODRIGUES LTDA. E FILHOS,48.095.327/0001-10,Licença concedida,2021-05-27T16:30:57Z,2021-06-02T13:38:00Z,NA,URB/13518,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,005.268.03.0010.0000.000,"Rua Ademar Garcia Da Silva, 160 - São Vicente",88309-040,2021-06-02,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5419726.88884105, -3110507.28834834)",729808.2198471164,7022963.411879718
25678,CAVALCANTI E FILHOS,31.274.690/0001-09,Documento Assinado Digitalmente,2021-05-27T14:18:09Z,2021-06-01T14:39:00Z,2021-06-04T16:18:00Z,CRT/13480,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,003.066.01.0270.0001.000,"Avenida Guanabara, 217 - Cordeiros",88310-440,2021-06-04,NA,CRT,NA,"c(-5420958.63900669, -3110010.00725892)",728716.8970075451,7023424.928120676
25661,MOURA DA MOTA - ME S/A,05.287.916/0001-98,Documento Assinado Digitalmente,2021-05-27T11:01:36Z,2021-06-18T17:19:00Z,2021-06-18T17:40:00Z,URB/1854,FCEI Cadastrado,LAI,71.11.06,Condomínios comerciais horizontais ou verticais localizados em municípios da zona costeira,P,P,NA,"Rodovia Antônio Heil, 2030 - Itaipava",88316-000,2021-11-05,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5423427.90774572, -3116570.40560087)",726408,7017642
25652,SOUZA LTDA. - ME,29.786.405/0001-89,Relatório de Monitoramento enviado,2021-05-27T10:31:13Z,2021-07-12T15:52:00Z,2021-07-12T18:29:00Z,IND/14550,FCEI Cadastrado,LAO,30.10.00,Usinas de produção de concreto e/ou argamassa,P,M,215003010820,"Rua Fermino Vieira Cordeiro, 380, 380 - Espinheiros",88317-200,2022-05-31,Atividade Industrial,IND,Industrial,"c(-5423699.81379051, -3110514.24280507)",726262.24,7023021.55
25648,DIAS E FILHOS - EI,63.504.879/0001-29,Documento Assinado Digitalmente,2021-05-27T10:00:50Z,2021-07-21T17:17:00Z,2021-07-22T15:09:00Z,URB/14853,FCEI Cadastrado,LAI,71.11.01,Condomínios de casas ou edifícios,G,M,202.072.02.0306.0001.000,"Rua José Pereira Liberato, 1099 - São João",88316-000,2022-01-14,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5419300.4633909, -3111172.40592561)",730178,7022366
25629,DA ROCHA - ME - ME,30.594.187/0001-60,Documento Assinado Digitalmente,2021-05-26T17:56:39Z,2021-06-18T16:45:00Z,2021-06-18T17:04:00Z,CRT/13947,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,001.000.00.0000.0000.0000,"Avenida Coronel Marcos Konder, 133 - Centro",88301-906,2021-06-18,NA,CRT,NA,"c(-5416782.41075609, -3112408.83840981)",732405.01,7021227.082
25606,CARDOSO S.A.,01.378.965/0001-85,Relatório de Monitoramento enviado,2021-05-26T15:16:38Z,2021-06-10T17:12:00Z,2021-06-11T13:35:00Z,IND/13709,FCEI Cadastrado,AUA,12.80.00,Serviço industrial de usinagem,INDEFINIDO,P,NA,"Rua Sebastião Romeu Soreas , 30 - Cordeiros",88311-140,2021-12-29,Atividade Industrial,IND,Industrial,"c(-5420702.64493626, -3108919.93037732)",728963,7024388.56
25593,SILVA S/A,74.953.028/0001-80,Licença concedida,2021-05-26T11:31:36Z,2021-06-08T16:06:00Z,NA,URB/13621,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,214.126.01.0110; 214.126.01.0120,"Avenida Jose Medeiros Esq Rua Carola Coelho, S/N - Praia Brava De Itajai",88306-843,2021-06-08,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5413459.366744, -3117988.68820775)",735277.69,7016219.84
25525,MOREIRA S.A.,98.624.750/0001-39,Documento Assinado Digitalmente,2021-05-25T10:57:51Z,2021-05-26T16:06:00Z,2021-05-27T16:05:00Z,CRT/13338,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,20412301004000000000,"Rua Tenente Antonio Quintas Maia, 33 - Carvalho",88307-645,2021-05-28,NA,CRT,NA,"c(-5419722.32474192, -3115231.70969135)",729735.5933245642,7018769.895760246
25479,OLIVEIRA MENDES S.A. LTDA.,12.835.946/0001-57,Solicitado documentação complementar,2021-05-24T14:23:35Z,2021-09-01T18:54:00Z,2021-09-02T15:52:00Z,IND/16197,FCEI Cadastrado,REN_LAO,12.80.10,Serviço industrial de usinagem,G,M,NA,"Br 101, Km 118, 5950 - Espinheiros",88317-100,NA,Atividade Industrial,IND,Industrial,"c(-5423630.09310482, -3110042.7515314)",726332,7023439
25465,REZENDE S/A,10.269.385/0001-40,Documento Assinado Digitalmente,2021-05-24T12:04:28Z,2021-06-01T14:24:00Z,2021-06-04T16:14:00Z,DIV/13478,FCEI Cadastrado,LAP,47.86.00,Terminal retroportuários,G,M,"28034, 28035, 31019, 43031, 43030, 60693 e 66443","Rua Inspetor Othon José Nogueira, 540 - Santa Regina",88317-030,2022-01-27,Terminais de Transporte,DIV,Terminal Rod.,"c(-5424967.82104807, -3105478.51754001)",725210.55,7027513.06
25421,DA ROCHA S/A S.A.,85.130.674/0001-63,Documento Assinado Digitalmente,2021-05-21T17:32:06Z,2021-05-27T13:27:00Z,2021-05-27T14:24:00Z,URB/13355,FCEI Cadastrado,LAP_LAI,71.11.07,Condomínios de edifícios de uso misto ,M,M,214.002.04.0251.0000.000,"Rua Antônio Bonanomi, 94 - Fazenda",88306-330,2021-09-10,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5415470.00298975, -3113687.96266655)",733555.1013541452,7020069.996436533
25418,GOMES E FILHOS S/A,35.871.940/0001-30,Documento Assinado Digitalmente,2021-05-21T16:31:34Z,2021-07-05T13:46:00Z,2021-07-05T17:06:00Z,CRT/14334,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,323147,"Rua José Pereira Liberato, 525 - São João",88303-401,2021-07-06,NA,CRT,NA,"c(-5419219.79613409, -3110517.53989971)",730260.64145298,7022946.0303096
25403,FERNANDES - ME,37.089.652/0001-54,Documento Assinado Digitalmente,2021-05-21T14:06:23Z,2021-06-17T13:57:00Z,2021-06-17T15:28:00Z,CRT/13893,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Tv Paulo Malburg, 216 - Nova Brasilia",88305-440,2021-06-22,NA,CRT,NA,"c(-5419678.46486255, -3110147.3070119)",729857.2811489191,7023282.201640055
25377,DIAS LTDA. - EI,27.389.140/0001-50,Documento Assinado Digitalmente,2021-05-20T20:12:46Z,2021-05-31T13:34:00Z,2021-05-31T18:02:00Z,CRT/13435,FCEI Cadastrado,DANC,0,Certidão que não possui atividade,-,-,NA,"Rodovia Jorge Lacerda, 1010 - Espinheiros",88317-100,2021-06-04,NA,CRT,NA,"c(-5424571.86455286, -3109379.4197399)",725502,7024043
25358,CARVALHO LTDA.,83.702.461/0001-33,Licença concedida,2021-05-20T15:29:54Z,2021-05-21T17:12:00Z,NA,URB/13240,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,005.390.02.0040.0000.000,"Rua Juarez Jose Mendes, 286 - Cidade Nova",88308-575,2021-05-21,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5420400.03780188, -3114307.62442169)",729145.8958614761,7019601.063719369
25311,CARDOSO MONTEIRO - ME E FILHOS,09.854.362/0001-14,Documento Assinado Digitalmente,2021-05-20T09:20:09Z,2021-06-17T16:39:00Z,2021-06-18T17:03:00Z,URB/11165,FCEI Cadastrado,LAI,71.11.07,Condomínios de edifícios de uso misto ,M,M,NA,"Avenida Vereador Abrahão João Francisco, 2755 - Ressacada",88307-303,2021-07-14,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5418301.82133376, -3113822.86597858)",731026,7019997
25223,DA MOTA - ME,86.597.021/0001-51,FCEI cancelado,2021-05-18T18:01:37Z,2021-05-21T14:32:00Z,2021-05-21T17:12:00Z,DIV/13222,Arquivado Outros,LAP,43.30.00,Comércio atacadista e depósitos de combustíveis e lubrificantes,P,M,NA,"Rua José Luiz Marcelino, 1400 - Murta",88311-370,NA,Comércio Varejista e Atacadista,DIV,Posto de Abast.,"c(-5421479.44032563, -3106847.83761546)",728303,7026241
25198,DIAS S/A S.A.,83.245.719/0001-10,Documento Assinado Digitalmente,2021-05-18T14:20:56Z,2021-06-11T14:31:00Z,2021-06-11T14:46:00Z,URB/13726,FCEI Cadastrado,LAO,71.11.01,Condomínios de casas ou edifícios,G,M,NA,"Rua José Luiz Marcelino, 300 - Murta",88331-334,2021-06-25,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5420851.6224384, -3107847.44813814)",728847.34,7025343.22
25193,LIMA DA COSTA S.A. - ME,48.506.731/0001-30,Licença concedida,2021-05-18T13:47:25Z,2021-05-20T13:03:00Z,NA,URB/13176,FCEI Cadastrado,CCA,71.11.01,Condomínios de casas ou edifícios,-,M,215.187.01.0050.0000.000,"Rua Amélia Izabel Coelho, 415 - Santa Regina",88317-576,2021-05-20,Empreendimentos Imobiliários,URB,Imobiliário,"c(-5426126.98032531, -3108831.53108463)",724122.620740094,7024554.236673281
25144,FERNANDES - EI,82.764.950/0001-57,Documento Assinado Digitalmente,2021-05-17T15:18:35Z,2021-05-20T14:34:00Z,2021-05-21T11:24:00Z,IND/13184,FCEI Cadastrado,AUA,24.80.00,Serviços industriais de tinturaria,INDEFINIDO,G,"216.024.03.1050.0001.000,","Rua Sylvio Demarch, 90 - Itaipava",88316-497,2021-07-14,Atividade Industrial,IND,Industrial,"c(-5426086.24503056, -3116599.22284996)",724036,7017659
